id,gid,x,y,v_x,v_y,radius,time
0,0,1.754899,-0.193271,-1.723880,0.047740,0.500000,4.300000
1,1,2.402039,2.503801,-0.981245,-0.397497,0.500000,4.300000
2,2,0.454092,2.050147,0.078423,-1.537625,0.500000,4.300000
3,3,-1.741348,2.206857,0.721529,-0.842232,0.500000,4.300000
4,4,-3.605582,-0.089520,0.928495,-0.131800,0.500000,4.300000
5,5,-1.792527,-2.106273,1.234974,-0.250920,0.500000,4.300000
6,6,0.727260,-2.119621,0.742946,1.371384,0.500000,4.300000
7,7,2.329845,-2.507695,-0.841131,0.664257,0.500000,4.300000
0,0,1.568914,-0.219641,-1.859851,-0.263708,0.500000,4.400000
1,1,2.319932,2.448649,-0.821063,-0.551518,0.500000,4.400000
2,2,0.464786,1.916202,0.106931,-1.339457,0.500000,4.400000
3,3,-1.680140,2.135046,0.612074,-0.718108,0.500000,4.400000
4,4,-3.524728,-0.105609,0.808545,-0.160890,0.500000,4.400000
5,5,-1.685597,-2.150653,1.069298,-0.443797,0.500000,4.400000
6,6,0.800500,-1.981413,0.732405,1.382072,0.500000,4.400000
7,7,2.308271,-2.442021,-0.215735,0.656739,0.500000,4.400000
0,0,1.383011,-0.239979,-1.859024,-0.203381,0.500000,4.500000
1,1,2.218537,2.411509,-1.013952,-0.371403,0.500000,4.500000
2,2,0.449362,1.801456,-0.154234,-1.147462,0.500000,4.500000
3,3,-1.582183,2.036418,0.979568,-0.986285,0.500000,4.500000
4,4,-3.447784,-0.111700,0.769442,-0.060908,0.500000,4.500000
5,5,-1.585055,-2.194393,1.005419,-0.437394,0.500000,4.500000
6,6,0.863961,-1.840708,0.634613,1.407054,0.500000,4.500000
7,7,2.281837,-2.363185,-0.264347,0.788362,0.500000,4.500000
0,0,1.209544,-0.253900,-1.734671,-0.139204,0.500000,4.600000
1,1,2.112294,2.368353,-1.062430,-0.431553,0.500000,4.600000
2,2,0.455738,1.679814,0.063761,-1.216417,0.500000,4.600000
3,3,-1.502515,1.962048,0.796689,-0.743695,0.500000,4.600000
4,4,-3.359817,-0.079152,0.879665,0.325478,0.500000,4.600000
5,5,-1.447140,-2.194061,1.379151,0.003313,0.500000,4.600000
6,6,0.916173,-1.696044,0.522116,1.446643,0.500000,4.600000
7,7,2.255559,-2.259355,-0.262776,1.038304,0.500000,4.600000
0,0,1.027005,-0.276878,-1.825393,-0.229782,0.500000,4.700000
1,1,2.002714,2.343702,-1.095804,-0.246516,0.500000,4.700000
2,2,0.453123,1.533255,-0.026151,-1.465593,0.500000,4.700000
3,3,-1.421930,1.887022,0.805849,-0.750259,0.500000,4.700000
4,4,-3.291192,-0.038090,0.686248,0.410620,0.500000,4.700000
5,5,-1.293052,-2.185712,1.540881,0.083489,0.500000,4.700000
6,6,0.972035,-1.552267,0.558620,1.437769,0.500000,4.700000
7,7,2.226342,-2.179288,-0.292165,0.800668,0.500000,4.700000
0,0,0.852477,-0.281141,-1.745285,-0.042628,0.500000,4.800000
1,1,1.899976,2.302193,-1.027376,-0.415087,0.500000,4.800000
2,2,0.455541,1.384156,0.024178,-1.490988,0.500000,4.800000
3,3,-1.337812,1.820372,0.841174,-0.666498,0.500000,4.800000
4,4,-3.219486,0.006302,0.717058,0.443920,0.500000,4.800000
5,5,-1.143004,-2.167902,1.500482,0.178099,0.500000,4.800000
6,6,1.019713,-1.424171,0.476778,1.280960,0.500000,4.800000
7,7,2.199779,-2.096234,-0.265637,0.830542,0.500000,4.800000
0,0,0.674856,-0.310782,-1.776202,-0.296409,0.500000,4.900000
